Item No.,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
8704,199023.83,21.98,98,Ext,6,23.869,11.112,22
8705,199025.82,23.98,89.25,Ext,8,1.663,2.76,22
8706,199031.54,29.69,83,Ext,4,3.62,8.448,22
8707,199032.72,30.87,88,Ext,6,0.49,0.768,22
8708,199040.45,38.6,19.25,Ext,8,0.94,1.896,22
8709,199040.48,38.63,103,Ext,5,1.057,1.68,22
8711,199042.87,1.36,80.75,Ext,5,2.583,4.08,22
8712,199042.94,1.43,122,Ext,7,0.94,1.536,22
8714,199044.33,2.82,71.25,Ext,4,0.705,1.944,22
8715,199044.42,2.9,121.25,Ext,4,1.996,12.648,22
8716,199044.7,3.18,106.25,Ext,22,0.979,1.44,22
8717,199045.69,4.18,103.25,Ext,6,0.685,1.752,22
8718,199047.2,5.68,104.5,Ext,8,0.49,1.128,22
8719,199050.14,8.63,97,Ext,11,0.587,1.08,22
8720,199051.09,9.57,109,Ext,5,0.587,0.888,22
8721,199051.11,9.6,39.5,Ext,7,0.881,1.224,22
8722,199051.88,10.36,107,Ext,5,0.587,1.2,22
8723,199054.02,12.51,87,Ext,12,0.49,1.368,22
8724,199054.58,13.06,76.25,Ext,15,0.587,0.96,22
8725,199054.67,13.15,93.25,Ext,15,0.587,1.176,22
8726,199055.68,14.16,79.5,Ext,15,0.49,1.32,22
8727,199059.13,17.61,92.75,Ext,6,0.49,1.416,22
8728,199059.17,17.65,163.5,Ext,11,0.49,0.936,22
8729,199064.31,22.8,79.25,Ext,15,4.344,6.096,22
8730,199066.82,25.3,110.5,Ext,11,0.94,1.392,22
8731,199067.78,26.26,83.5,Ext,6,0.47,1.488,22
8732,199068.75,27.23,90.5,Ext,6,0.587,1.2,22
8733,199073,31.49,88.5,Ext,4,2.818,6.456,22
8734,199073.63,32.11,98.5,Ext,6,0.47,1.008,22
8735,199073.73,32.22,83.5,Ext,6,0.47,0.912,22
8736,199076.26,34.74,114.75,Ext,7,0.587,1.2,22
8737,199079.11,37.6,125.75,Ext,18,0.587,1.08,22
8738,199079.16,37.65,70.25,Ext,6,0.705,1.224,22
8739,199079.96,38.44,97,Ext,4,0.47,0.816,22
8740,199080.15,38.64,71.25,Ext,3,0.587,0.96,22
8742,199083.88,2.69,75.75,Ext,8,0.822,0.984,22
8743,199084.12,2.93,98.5,Ext,15,1.174,1.896,22
8744,199084.61,3.42,96,Ext,4,1.057,1.248,22
8745,199085.23,4.04,92.25,Ext,5,0.587,0.888,22
8746,199085.51,4.32,55.5,Ext,3,0.587,0.888,22
8750,199102.57,1.53,106.5,Ext,36,0.587,1.128,22
8751,199102.97,1.94,71.5,Ext,5,0.392,1.776,22
8752,199107.43,6.4,71.5,Ext,9,0.49,1.704,22
8753,199110.07,9.04,57,Ext,18,0.49,1.416,22
8755,199121.77,0.84,92.5,Ext,22,0.587,1.752,22
8756,199123,2.07,70.5,Ext,17,5.4,6.816,22
8757,199124.96,4.03,96,Ext,10,0.705,0.84,22
8758,199127.13,6.2,112.75,Ext,2,2.544,2.04,22
8759,199127.4,6.47,106,Ext,9,0.783,1.416,22
8760,199129.71,8.78,104,Ext,2,0.587,1.056,22
8761,199153.52,32.59,98,Ext,9,0.49,0.744,22
8762,199155.52,34.58,100,Ext,7,10.467,6.912,22
8763,199156.14,35.21,104.5,Ext,3,0.685,0.84,22
8764,199159.37,38.44,87.5,Ext,11,25.532,11.952,22
8766,199162.27,1.7,94.5,Ext,13,12.032,6.936,22
8767,199163.15,2.58,97,Ext,8,1.859,4.992,22
8768,199163.34,2.77,93.25,Ext,9,0.392,0.576,22
8769,199165.3,4.73,104.25,Ext,2,0.587,0.816,22
8770,199165.55,4.98,98,Ext,4,0.49,0.936,22
8771,199169.51,8.94,91.75,Ext,4,0.783,1.392,22
8774,199241.15,1.24,83.25,Ext,6,0.705,1.08,22
8775,199251.52,11.6,81.5,Ext,7,0.587,1.824,22
8776,199253.59,13.68,99.5,Ext,5,0.783,1.368,22
8777,199273.53,33.61,168.25,Ext,10,0.705,0.744,22
8779,199298.96,19.36,2,Ext,16,0.49,0.816,22
8796,199700.86,27.45,1.75,Int,19,0.587,1.944,22
8812,200263.11,42.97,56.75,Ext,15,0.49,1.632,22
8813,200263.41,43.27,156.25,Ext,10,0.881,4.32,22
8821,200490.1,43.43,112.25,Ext,13,1.468,5.064,22
8829,200744.99,23.23,102.25,Ext,14,0.587,1.56,22
8831,200751.53,5.91,78.75,Ext,15,0.47,1.08,22
8833,200800.24,14.85,20.75,Ext,7,0.47,1.608,22
8837,200804.5,19.11,163.75,Ext,15,0.587,0.792,22
8839,200816.08,30.69,88.75,Ext,10,0.353,0.6,22
8840,200816.94,31.55,88.25,Ext,10,0.353,0.792,22
8841,200817.12,31.73,100.75,Ext,7,0.353,0.672,22
8842,200823.94,38.55,109.75,Ext,10,0.587,1.584,22
8843,200824.86,39.47,94.25,Ext,17,0.587,1.536,22
8845,200826.7,1.62,92.75,Ext,7,0.587,0.936,22
8846,200827.38,2.3,86,Ext,4,0.49,0.96,22
8847,200831.78,6.71,90.25,Ext,7,0.49,0.576,22
8848,200832.47,7.4,105.75,Ext,16,0.392,0.912,22
8849,200832.74,7.67,97.75,Ext,3,0.392,0.6,22
8850,200833.53,8.46,115.25,Ext,10,0.49,1.032,22
8851,200834.72,9.64,99,Ext,18,0.587,1.272,22
8852,200842.88,17.8,97.75,Ext,8,0.294,0.984,22
8853,200864.55,39.47,92.75,Ext,18,0.47,1.344,22
8857,200947.16,2.95,74.75,Ext,5,0.47,1.128,22
8858,200954.61,10.41,79.75,Ext,9,0.587,1.08,22
8859,200957.14,12.94,162.75,Ext,10,0.47,1.08,22
8860,200957.32,13.12,78.5,Ext,4,0.353,1.176,22
8861,200961.01,16.8,156,Ext,6,0.47,1.032,22
8881,201584.27,4.13,79,Ext,8,2.348,9.6,22
8884,201649.75,29.82,162,Ext,16,0.49,0.864,22
8890,201805.27,26.37,35,Ext,10,1.957,1.848,22
8893,201828.08,9.44,87.25,Ext,6,0.392,0.768,22
8894,201828.61,9.97,84.75,Ext,10,0.294,0.816,22
8895,201828.95,10.3,90.75,Ext,8,0.196,0.936,22
8896,201829.1,10.46,82.75,Ext,19,0.392,0.696,22
8897,201833.42,14.78,10.25,Ext,6,0.49,0.984,22
8902,202013.4,35.95,12.25,Ext,12,0.47,1.032,22
8904,202027.42,10.14,48.75,Ext,3,0.294,0.984,22
8905,202040.57,23.29,173.5,Ext,2,0.392,0.6,22
8906,202043.53,26.25,165.5,Ext,4,0.392,0.528,22
8907,202045.82,28.54,173.75,Ext,3,0.49,0.768,22
8908,202050.02,32.74,168,Ext,9,0.294,0.576,22
8909,202051.07,33.79,174.5,Ext,4,0.587,0.6,22
8910,202051.12,33.84,10.25,Ext,2,0.294,0.888,22
8911,202051.23,33.95,174.5,Ext,2,0.392,0.768,22
8913,202064.01,6.94,1.25,Ext,6,0.294,1.056,22
8914,202077.98,20.91,159,Ext,8,0.392,0.864,22
8915,202079.57,22.5,12.25,Ext,7,0.294,0.984,22
8916,202081.08,24.01,168,Ext,2,0.294,0.672,22
8917,202084.74,27.68,176,Ext,11,0.294,0.552,22
8919,202106.19,9.29,96.25,Ext,6,0.392,0.624,22
8920,202126.42,29.52,16,Ext,16,0.294,1.152,22
8922,202146.65,9.95,99.25,Ext,19,0.294,1.152,22
8923,202151.78,15.08,93,Ext,7,0.49,0.888,22
8924,202152.86,16.16,97,Ext,7,0.587,1.176,22
8925,202171.8,35.1,105.5,Ext,24,0.822,3.552,22
8926,202175.13,38.43,97.25,Ext,28,0.587,1.104,22
8928,202183.81,7.31,79.25,Ext,3,0.294,0.864,22
8929,202209.31,32.81,121,Ext,8,0.47,0.456,22
8931,202237.61,23.65,94.75,Ext,16,0.49,1.056,22
8932,202239.37,25.4,93.5,Ext,4,0.49,0.552,22
8933,202239.86,25.89,96,Ext,8,0.196,1.032,22
8934,202253.1,39.13,3.5,Ext,13,0.587,1.056,22
8936,202255.43,1.54,174,Ext,12,0.47,1.08,22
8937,202258.55,4.66,126,Ext,7,0.587,0.624,22
8938,202259.66,5.78,97.25,Ext,4,0.49,0.96,22
8939,202259.75,5.87,84.75,Ext,17,0.587,1.056,22
8940,202260.23,6.34,87.75,Ext,6,0.587,0.888,22
8941,202261.12,7.24,94.75,Ext,17,0.783,2.736,22
8942,202261.52,7.64,87.75,Ext,25,1.566,6.312,22
8943,202264.24,10.35,87.25,Ext,2,1.37,1.656,22
8944,202264.25,10.37,167.75,Ext,18,0.392,0.84,22
8945,202264.51,10.62,174,Ext,4,0.49,0.504,22
8946,202264.72,10.83,6.5,Ext,4,0.294,1.032,22
8947,202264.81,10.92,84.75,Ext,16,0.49,0.96,22
8948,202265.4,11.52,165.25,Ext,5,0.294,0.864,22
8949,202265.62,11.74,178.5,Ext,4,0.587,0.72,22
8950,202266.05,12.16,3.5,Ext,6,0.392,0.624,22
8951,202266.82,12.94,89.75,Ext,8,2.25,4.44,22
8952,202267.42,13.53,83.5,Ext,6,0.685,0.432,22
8953,202267.99,14.11,84,Ext,4,0.49,1.056,22
8954,202268.21,14.32,164.75,Ext,14,0.49,1.224,22
8955,202268.37,14.49,171.5,Ext,15,0.783,0.816,22
8956,202269.85,15.97,85.5,Ext,10,0.587,1.2,22
8957,202274.26,20.37,94.25,Ext,8,0.196,0.984,22
8958,202275.06,21.18,79.25,Ext,9,0.49,1.032,22
8959,202275.35,21.46,79.25,Ext,17,1.859,2.76,22
8960,202276.35,22.47,85.5,Ext,5,3.424,3.456,22
8961,202277.01,23.13,81,Ext,17,2.739,6.888,22
8962,202277.66,23.78,82.25,Ext,16,0.587,0.936,22
8963,202283.61,29.73,82,Ext,9,0.392,0.552,22
8964,202284.75,30.86,83.75,Ext,15,3.913,8.184,22
8966,202287.16,33.28,83,Ext,23,3.326,4.992,22
8967,202288.16,34.28,89.25,Ext,13,0.587,0.792,22
8968,202288.41,34.53,85,Ext,19,0.587,1.056,22
8969,202288.83,34.95,83.75,Ext,3,0.392,0.888,22
8971,202296.28,2.57,177.5,Ext,16,1.468,1.704,22
8972,202311.59,17.88,79.5,Ext,6,0.392,0.624,22
8973,202312.04,18.33,80.25,Ext,18,0.392,0.624,22
8975,202328.05,34.34,13,Ext,4,0.49,0.576,22
8977,202338.51,5.1,13.25,Ext,3,0.587,0.744,22
8978,202338.79,5.37,150.75,Ext,6,0.587,0.72,22
8979,202339.04,5.63,7,Ext,9,2.642,4.416,22
8980,202339.71,6.29,21.5,Ext,8,3.326,8.76,22
8981,202340.12,6.71,176.5,Ext,7,0.392,0.552,22
8982,202341.62,8.21,168.5,Ext,5,0.49,0.672,22
8983,202343.14,9.73,174.75,Ext,2,0.49,0.6,22
8984,202344.44,11.02,93.5,Ext,7,0.685,0.912,22
8985,202346.11,12.69,16.5,Ext,3,0.47,0.816,22
8986,202352.47,19.06,81,Ext,27,4.207,4.008,22
8988,202356.06,22.65,179,Ext,16,0.47,0.792,22
8989,202357.51,24.1,86,Ext,10,2.231,1.584,22
8990,202360.98,27.57,89.5,Ext,18,2.446,9.24,22
8991,202361.37,27.95,77.75,Ext,7,0.49,1.176,22
8992,202361.6,28.18,95.75,Ext,10,0.587,0.384,22
8994,202381.44,8.27,113.75,Ext,15,2.153,2.88,22
8995,202387.79,14.62,71.25,Ext,3,0.49,1.008,22
8996,202388.19,15.02,84.25,Ext,9,0.49,0.6,22
8997,202404.9,31.73,89,Ext,8,0.49,1.008,22
8998,202404.98,31.81,77.75,Ext,20,0.392,0.456,22
9004,202557.23,17,85.5,Ext,21,0.587,0.96,22
9005,202559.47,19.24,107.5,Ext,13,0.49,0.96,22
9008,202614.06,1.05,69,Ext,14,0.47,0.96,22
9012,202741.26,9.07,88.5,Ext,27,0.587,0.888,22
9014,202772.08,0.2,69,Ext,20,0.353,1.392,22
9015,202772.69,0.82,79.5,Ext,17,3.757,4.056,22
9016,202772.88,1.01,77.75,Ext,4,0.587,1.032,22
9017,202773.12,1.24,85.75,Ext,8,0.822,1.032,22
9018,202773.14,1.27,70.25,Ext,3,0.353,0.72,22
9019,202773.42,1.54,96.5,Ext,4,0.587,0.84,22
9020,202773.48,1.6,87,Ext,9,0.353,0.84,22
9021,202773.57,1.7,105.75,Ext,23,2.935,3.696,22
9022,202773.59,1.72,82,Ext,10,0.822,3.384,22
9023,202773.68,1.81,72.75,Ext,8,1.292,3.864,22
9024,202774.45,2.57,90.75,Ext,17,3.522,6.888,22
9025,202775.82,3.95,98.25,Ext,8,3.639,5.856,22
9026,202775.95,4.08,87,Ext,2,0.705,0.648,22
9027,202776.29,4.42,103.25,Ext,14,1.057,3.864,22
9029,202778.2,6.33,118.5,Ext,5,0.47,1.008,22
9032,202859.44,8.01,87.5,Ext,9,0.587,0.696,22
9033,202859.99,8.56,90,Ext,5,0.392,0.6,22
9034,202861.79,10.36,84,Ext,3,0.783,0.504,22
9035,202865.32,13.88,94.75,Ext,15,2.25,2.784,22
9043,203048.9,38.64,2.5,Ext,15,0.705,1.488,22
9045,203056.09,5.98,72.5,Ext,5,0.392,0.96,22
9068,203741.29,31.93,96.25,Ext,12,0.587,1.656,22
9104,204738.37,0.91,91.5,Ext,7,0.49,0.672,22
9107,204845.93,29.13,89.5,Ext,15,0.49,0.6,22
9108,204846.46,29.66,83.25,Ext,17,0.587,0.792,22
9111,204906.16,10.03,7,Ext,19,0.587,0.72,22
9113,204953.59,17.85,87.5,Ext,7,0.49,0.96,22
9116,205026.16,10.89,97.25,Ext,8,0.49,1.224,22
9121,205152.35,18.06,82.75,Ext,12,11.054,6.768,22
9129,205361.21,28.27,91.25,Ext,9,0.294,0.72,22
9131,205372.93,0.2,71,Ext,19,0.353,0.912,22
9132,205390.1,17.37,75.5,Ext,6,0.587,0.744,22
9136,205458.53,4.12,69.75,Ext,19,0.49,1.08,22
9148,205843.04,7.21,105.5,Ext,18,4.598,3.96,22
9149,205845.79,9.95,93.5,Ext,4,0.392,0.672,22
9150,205846.09,10.25,93,Ext,4,0.392,0.984,22
9151,205846.45,10.61,92.25,Ext,3,0.587,0.84,22
9152,205859.55,23.71,91,Ext,5,0.392,0.96,22
9153,205859.69,23.85,94.25,Ext,10,1.761,3.096,22
9154,205860.3,24.46,92.25,Ext,8,0.49,0.984,22
9155,205860.35,24.51,78,Ext,16,0.587,0.84,22
9156,205860.66,24.82,93,Ext,5,0.587,0.6,22
9157,205861.36,25.53,92.25,Ext,18,0.587,0.864,22
9158,205872.89,37.06,23.75,Ext,9,0.587,0.696,22
9160,205877.65,2.15,87.5,Ext,15,0.49,0.888,22
9161,205880.54,5.04,11.25,Ext,18,0.294,0.696,22
9162,205881.92,6.42,96.25,Ext,28,0.783,3.024,22
9163,205912.43,36.94,118.75,Ext,7,0.392,0.792,22
9166,205961.52,6.44,81.5,Ext,10,0.392,0.552,22
9167,205962.53,7.45,79.5,Ext,18,0.587,0.936,22
9168,205967.26,12.18,77.75,Ext,15,0.49,0.72,22
9173,206099.76,25.59,99.5,Ext,11,0.587,0.744,22
9175,206115.8,1.95,83.75,Ext,19,0.587,0.888,22
9176,206117.06,3.21,97.5,Ext,3,0.881,2.328,22
9177,206117.1,3.25,86.25,Ext,9,0.587,1.08,22
9178,206117.9,4.05,88.75,Ext,16,1.566,1.488,22
9179,206125.9,12.05,60.75,Ext,22,0.685,1.128,22
9181,206168.19,14.5,86,Ext,16,0.587,1.152,22
9182,206182.7,29.01,76.75,Ext,15,0.49,0.912,22
9184,206201.74,8.27,91.25,Ext,3,0.49,0.696,22
9185,206202.58,9.11,100,Ext,17,0.392,0.744,22
9186,206231.66,38.2,104.75,Ext,4,2.739,3.696,22
9187,206232.12,38.66,98.75,Ext,17,0.49,1.008,22
9189,206235.04,1.91,100.75,Ext,15,0.49,0.624,22
9191,206279.04,6.07,99,Ext,17,0.587,0.744,22
9192,206279.38,6.42,98.5,Ext,15,0.49,0.816,22
9193,206284.44,11.47,77.75,Ext,15,0.49,1.152,22
9195,206330.48,17.88,100.75,Ext,16,12.326,6.384,22
9196,206331.86,19.26,99.5,Ext,4,0.49,0.72,22
9197,206332.26,19.66,85.5,Ext,21,3.718,8.04,22
9198,206332.92,20.33,88,Ext,15,1.859,6.168,22
9199,206334.51,21.91,93.25,Ext,10,0.49,0.528,22
9200,206336.36,23.76,85.75,Ext,19,1.761,3.072,22
9201,206337.98,25.38,89.25,Ext,6,0.979,1.008,22
9203,206361.06,8.69,107.75,Ext,6,0.587,0.648,22
9209,206514.1,2.66,77,Ext,15,0.587,0.816,22
9211,206523.89,12.46,99.25,Ext,2,0.587,1.488,22
9212,206527.37,15.93,69.25,Ext,3,0.392,1.056,22
9213,206543.84,32.4,101.5,Ext,7,0.587,0.72,22
9214,206544.26,32.82,83.25,Ext,9,0.587,0.888,22
9223,206848.22,18.85,77.5,Ext,4,0.587,0.936,22
9225,206883.5,14.37,84.25,Ext,12,0.49,0.696,22
9228,206921.94,13.04,109.5,Int,12,0.294,0.552,22
9235,207150.65,3.21,89.5,Ext,5,0.49,1.176,22
9236,207161.02,13.59,118.75,Ext,12,0.49,0.528,22
9239,207243.98,17.2,106.5,Ext,12,0.49,1.944,22
9243,207360.67,14.53,52,Ext,18,0.49,1.176,22
9246,207419.36,33.45,163,Int,24,0.392,0.744,22
9247,207420.34,34.42,164.25,Int,2,0.49,0.744,22
9250,207467.87,2.56,161,Ext,8,0.49,0.648,22
9251,207469.35,4.04,81,Ext,7,0.587,1.032,22
9252,207483.17,17.86,80.5,Ext,5,0.49,0.936,22
9254,207520.43,15.38,90.75,Ext,9,0.294,0.696,22
9255,207522.9,17.85,88.5,Ext,5,0.587,0.72,22
9256,207527.65,22.6,93.75,Ext,8,0.294,0.696,22
9259,207611.69,27.28,45.75,Ext,7,0.49,0.624,22
9277,208031.58,12.26,149.5,Ext,19,0.49,0.792,22
9280,208085.11,26.07,101.75,Ext,10,1.566,2.4,22
9281,208086.58,27.54,23,Ext,16,0.49,0.912,22
9289,208319.98,22.59,96.25,Ext,19,0.587,1.368,22
9290,208331.1,33.71,73.75,Ext,15,0.587,1.008,22
9291,208331.66,34.26,83.75,Ext,13,0.587,1.2,22
9293,208338.93,1.9,77.25,Ext,13,0.587,1.248,22
9294,208340.18,3.15,91,Ext,2,0.587,0.768,22
9295,208342.91,5.89,81,Ext,17,0.685,1.728,22
9296,208344.96,7.93,71,Ext,6,0.49,0.912,22
9297,208347.61,10.58,68.5,Ext,16,2.837,6.672,22
9298,208354.54,17.51,69.25,Ext,19,0.587,1.128,22
9299,208357.6,20.58,67.5,Ext,11,0.49,1.2,22
9303,208390.66,13.89,92,Ext,10,0.49,1.368,22
9304,208392.19,15.42,167.75,Ext,5,0.49,0.72,22
9305,208397.47,20.7,91.5,Ext,4,0.392,1.056,22
9306,208410.09,33.32,94,Ext,8,0.587,1.584,22
9308,208436.29,19.75,59,Ext,6,0.49,1.32,22
9309,208437.12,20.58,50.75,Ext,19,0.587,1.392,22
9310,208441.07,24.53,179.5,Ext,17,0.49,0.84,22
9312,208459.51,3.09,76.5,Ext,19,0.587,1.776,22
9313,208463.61,7.19,87.75,Ext,14,0.49,1.296,22
9314,208478.43,22.01,86.5,Ext,16,0.587,1.128,22
9318,208591.99,35.56,90.5,Ext,7,0.49,1.176,22
9320,208619.43,23.31,71.75,Ext,24,0.685,2.664,22
9321,208625.59,29.47,92.5,Ext,17,0.587,0.888,22
9322,208635.66,39.54,88,Ext,9,0.881,1.92,22
9328,208713.01,23.98,80.5,Ext,4,0.685,1.968,22
9343,209170.35,4.21,99.5,Ext,5,0.49,0.912,22
9344,209172.75,6.6,90.75,Ext,7,1.468,2.208,22
9345,209173.37,7.22,73.75,Ext,8,0.685,0.912,22
9346,209174.87,8.72,85.75,Ext,7,0.587,0.816,22
9347,209200.65,34.5,79,Ext,12,0.587,0.912,22
9350,209207.92,1.99,81.25,Ext,7,0.392,1.008,22
9351,209210.12,4.18,71.25,Ext,5,0.392,0.504,22
9353,209248.1,2.39,101.5,Ext,8,0.392,1.008,22
9354,209250.37,4.65,91,Ext,5,1.859,3.384,22
9355,209263.52,17.8,78.5,Ext,4,0.49,0.96,22
9356,209269.9,24.19,162.25,Ext,6,0.392,0.768,22
9357,209283.2,37.48,99.75,Ext,7,0.587,1.152,22
9360,209293.07,7.61,6,Int,18,0.587,1.032,22
9363,209324.53,39.06,115.5,Ext,13,0.49,0.84,22
9382,209704.11,21.09,95.75,Ext,2,0.881,1.08,22
9384,209760.59,37.87,86.75,Ext,9,0.587,1.248,22
9385,209760.9,38.18,89,Ext,10,0.685,1.56,22
9387,209764.48,2.07,94.25,Ext,22,22.499,8.904,22
9388,209765.17,2.76,83.75,Ext,12,0.587,0.912,22
9389,209765.38,2.97,80,Ext,22,1.859,3.624,22
9390,209765.88,3.47,81.25,Int,27,1.957,5.328,22
9391,209765.97,3.55,100.75,Ext,17,0.587,1.344,22
9394,209779.28,3.11,96.75,Ext,11,1.174,3.144,22
9396,209839.88,37.64,87.75,Ext,11,0.49,0.624,22
9401,209938.8,6.88,82,Ext,8,0.587,1.2,22
9412,210301.26,36.61,88.25,Ext,13,0.587,1.392,22
9414,210307.76,3.41,78,Ext,14,0.587,1.08,22
9415,210308.01,3.66,79.25,Ext,8,2.348,3.264,22
9431,210833.27,1.14,148.75,Ext,7,0.587,0.912,22
9438,210918.26,5.89,24,Ext,22,0.294,1.152,22
9439,210925.57,13.21,151.5,Ext,16,0.783,1.776,22
9489,211788.5,20.21,90.25,Ext,16,0.881,1.336,24
9490,211788.59,20.3,52.75,Ext,16,0.685,0.707,24
9491,211788.87,20.58,34,Ext,17,0.783,0.995,24
9492,211792.14,23.85,24.5,Int,20,1.37,3.168,24
9493,211792.17,23.88,137.75,Ext,17,0.685,1.231,24
9500,211970.6,7.12,132.5,Int,18,0.49,1.074,24
9555,213929.03,17.74,85.5,Ext,13,0.881,1.519,24
9556,213936.89,25.6,84.75,Ext,11,0.783,2.88,24
9563,214125.29,15.37,83.5,Ext,12,2.837,3.561,24
9564,214132.97,23.05,92.75,Ext,16,0.587,1.205,24
9569,214269.95,1.07,88.5,Ext,14,0.685,2.147,24
9576,214531.2,24.07,85.25,Ext,14,7.239,6.545,24
9577,214531.79,24.66,77.25,Ext,14,0.881,1.1,24
9578,214532.53,25.4,101,Ext,10,0.783,0.917,24
9580,214552.36,5.49,86.25,Ext,16,0.49,1.44,24
9581,214553.06,6.2,75.5,Ext,16,1.077,2.54,24
9582,214554.9,8.04,98,Ext,18,3.229,6.624,24
9583,214555.48,8.62,81.25,Ext,12,1.468,7.305,24
9584,214556.44,9.58,91.25,Ext,12,9.978,12.672,24
9585,214557.5,10.64,84.25,Ext,13,3.62,4.53,24
9586,214567.54,20.67,80,Ext,15,23.869,16.389,24
9587,214568.09,21.23,81.75,Ext,10,5.283,10.001,24
9588,214568.78,21.91,79.25,Ext,16,10.467,17.986,24
9589,214570.46,23.6,117.5,Ext,14,2.348,3.901,24
9590,214571.03,24.17,98,Ext,12,6.457,8.038,24
9591,214573.52,26.66,78,Ext,17,3.131,7.462,24
9592,214576.21,29.35,82.75,Ext,11,23.282,12.855,24
9593,214580,33.14,92,Ext,15,11.152,11.336,24
9594,214581.17,34.31,77.5,Ext,12,2.544,6.205,24
9595,214584.29,37.42,109.5,Ext,16,0.587,0.917,24
9597,214593.73,7.11,96.25,Ext,10,16.043,11.363,24
9598,214602.32,15.7,97.5,Ext,11,13.206,14.714,24
9599,214611.8,25.18,98.5,Ext,13,11.445,10.472,24
9600,214614.08,27.46,92.75,Ext,11,16.337,16.023,24
9602,214634.97,8.72,85.25,Ext,18,0.587,0.917,24
9603,214636.97,10.73,94.75,Ext,11,11.152,14.557,24
9604,214637.92,11.67,86,Ext,16,8.022,10.263,24
9605,214639.94,13.7,88,Ext,8,2.642,6.519,24
9608,214685.7,19.77,85,Ext,18,71.312,20.185,24
9609,214695.99,30.06,90.75,Ext,16,0.783,1.074,24
9611,214718.21,12.58,76.5,Ext,15,2.153,5.053,24
9612,214720.44,14.8,79.75,Ext,19,0.587,1.833,24
9613,214740.36,34.73,79.25,Ext,13,3.326,7.54,24
9615,214750.84,5.53,94.25,Ext,5,0.881,1.885,24
9616,214752.04,6.73,84.25,Ext,10,4.207,3.954,24
9617,214756.54,11.23,83,Ext,13,5.087,7.436,24
9618,214760.23,14.92,82.5,Ext,6,7.337,9.582,24
9652,215939.74,8.79,82.25,Ext,9,5.968,5.184,24
9653,215945.56,14.61,94.25,Ext,15,1.859,2.697,24
9654,215947.25,16.3,77.5,Ext,14,0.979,3.116,24
9655,215964.42,33.47,76.75,Ext,11,0.685,0.734,24
9664,216270.01,21.12,97.25,Ext,14,0.392,0.864,24
9666,216294.47,5.79,81.75,Ext,10,0.49,0.891,24
9668,216347.75,19.3,107.5,Ext,16,0.587,1.702,24
9670,216378.1,9.86,85,Ext,9,2.642,5.472,24
9673,216434.27,6.02,83.25,Ext,16,0.294,0.891,24
9674,216434.37,6.13,96.5,Ext,18,0.587,1.519,24
9675,216436.76,8.52,101.5,Ext,16,0.685,1.231,24
9678,216471.51,3.55,95.25,Ext,16,0.587,1.022,24
9679,216472.8,4.83,71.5,Ext,4,1.174,1.205,24
9680,216473.19,5.23,79,Ext,9,1.37,1.362,24
9681,216473.4,5.43,84.5,Ext,18,0.783,1.231,24
9682,216478.29,10.32,77.75,Ext,24,1.859,3.194,24
9683,216480.09,12.12,69.5,Ext,15,0.881,1.152,24
9684,216480.86,12.89,75.75,Ext,27,0.49,1.336,24
9685,216494.03,26.06,77.75,Ext,15,0.783,0.629,24
9686,216494.62,26.65,72,Ext,16,0.587,0.786,24
9687,216499.31,31.34,77.75,Ext,10,2.642,5.289,24
9689,216545.09,37.37,95.75,Ext,9,7.924,7.514,24
9690,216546.12,38.4,71.5,Ext,12,9.196,6.703,24
9693,216548.87,1.35,97.25,Ext,11,10.956,15.761,24
9694,216555.88,8.36,87.75,Ext,11,1.566,4.53,24
9697,216614.57,27.3,88.25,Ext,15,2.153,3.535,24
9698,216617.33,30.06,94,Ext,13,3.718,13.169,24
9699,216617.98,30.72,95.75,Ext,14,1.957,2.095,24
9700,216618.13,30.86,85.25,Ext,14,0.685,0.917,24
9701,216618.46,31.2,101.5,Ext,17,0.392,1.048,24
9702,216618.66,31.39,92,Ext,10,0.587,1.755,24
9703,216621.59,34.32,115.25,Ext,16,1.566,3.823,24
9704,216622.21,34.94,115.25,Ext,20,0.49,0.812,24
9705,216622.56,35.3,112.75,Ext,14,0.49,0.864,24
9706,216622.63,35.36,93.25,Ext,11,1.761,2.959,24
9707,216622.65,35.39,120.25,Ext,19,0.587,1.414,24
9708,216622.7,35.44,73.25,Ext,17,5.576,6.833,24
9709,216623.25,35.98,113.25,Ext,15,0.587,1.309,24
9710,216623.53,36.27,112.75,Ext,11,0.979,0.943,24
9711,216623.58,36.32,75.25,Ext,14,0.49,0.76,24
9712,216624.35,37.08,113.25,Ext,17,8.217,20.578,24
9713,216624.58,37.31,80.25,Ext,13,0.49,1.728,24
9714,216625.14,37.87,109,Ext,10,0.979,2.828,24
9715,216625.43,38.17,95.25,Ext,17,0.783,4.006,24
9716,216625.52,38.25,112.75,Ext,13,2.153,4.739,24
9717,216626.11,38.84,113.25,Ext,17,0.294,0.969,24
9718,216626.22,38.95,67.75,Ext,13,3.326,5.97,24
9719,216626.34,39.07,113.25,Ext,18,0.49,0.838,24
9720,216626.7,39.43,60.75,Ext,15,2.446,13.902,24
9722,216627.51,0.49,104,Ext,18,0.881,3.456,24
9723,216628.74,1.71,60.75,Ext,15,0.587,0.629,24
9724,216629.01,1.99,60.75,Ext,14,0.49,0.995,24
9725,216629.28,2.26,79.5,Ext,3,6.065,5.472,24
